http://speedtest.oppinord.no:8080/speedtest/upload.php,70.6632,23.6817
http://speedmonster.varangerbynett.no:8080/speedtest/upload.php,70.0745,29.7481
http://speedtest.nornett.net:8080/speedtest/upload.php,69.9403,23.3106
http://speedo.eltele.no:8080/speedtest/upload.php,69.9403,23.3106
http://tos.speedtest.as2116.net:8080/speedtest/upload.php,69.6492,18.9553
http://speedtest.iterika.ru:8080/speedtest/upload.php,69.3558,88.1893
http://speedtest.norcom.ru:8080/speedtest/upload.php,69.3558,88.1893
http://murmansk.speedtest.rt.ru:8080/speedtest/upload.php,68.9543,33.1076
http://mrm-speedtest-srv02.ti.ru:8080/speedtest/upload.php,68.9543,33.1076
http://speedtest.mmsn.ru:8080/speedtest/upload.php,68.9543,33.1076
http://ookla02.trollfjord.no:8080/speedtest/upload.php,68.5656,14.9042
http://naryan-mar.speedtest.rt.ru:8080/speedtest/upload.php,67.6333,53.0500
http://speedtest-ap.murm.pro:8080/speedtest/upload.php,67.5667,33.4000
http://speedtest.tigernet.ru:8080/speedtest/upload.php,67.5667,33.4000
http://speedtest.signal.no:8080/speedtest/upload.php,67.2833,14.3833
http://boo-jern-speedtest1.altibox.net:8080/speedtest/upload.php,67.2804,14.4049
http://speedtest.lbt.ru:8080/speedtest/upload.php,66.6572,66.4183
http://proftelekom.ru:8080/speedtest/upload.php,66.6572,66.4183
http://salehard.speedtest.rt.ru:8080/speedtest/upload.php,66.5333,66.6000
http://speedtest.ytc.ru:8080/speedtest/upload.php,66.5333,66.6000
http://cache.connect-online.ru:8080/speedtest/upload.php,66.5333,66.6000
http://speedtest.napapiirinkuituverkot.fi:8080/speedtest/upload.php,66.5039,25.7294
http://novyurengoi.speedtest.rt.ru:8080/speedtest/upload.php,66.0833,76.6833
http://noviy-urengoi.speedtest-uf.megafon.ru:8080/speedtest/upload.php,66.0833,76.6833
http://nurg-speedtest-srv02.ti.ru:8080/speedtest/upload.php,66.0833,76.6833
http://sp1.sigma-ktv.ru:8080/speedtest/upload.php,66.0833,76.6833
http://speed.smartnet.is:8080/speedtest/upload.php,66.0751,-23.1212
http://test.usinsknet.ru:8080/speedtest/upload.php,66.0000,57.5333
http://sp1.tengir.is:8080/speedtest/upload.php,65.6885,-18.1262
http://nadym.speedtest.rt.ru:8080/speedtest/upload.php,65.5333,72.5167
http://sp1.nadym.tv:8080/speedtest/upload.php,65.5333,72.5167
http://ist.home-nadym.ru:8080/speedtest/upload.php,65.5333,72.5167
http://speedtest.netplaza.fi:8080/speedtest/upload.php,65.0167,25.4667
http://arhangelsk.speedtest.rt.ru:8080/speedtest/upload.php,64.5333,40.5333
http://speedtest.net29.ru:8080/speedtest/upload.php,64.5333,40.5333
http://spdtest-1.kaisanet.fi:8080/speedtest/upload.php,64.2250,27.7333
http://speedtest.tele.gl:8080/speedtest/upload.php,64.1750,-51.7389
http://speedtest.c.is:8080/speedtest/upload.php,64.1333,-21.9333
http://speedtest01.gagnaveita.is:8080/speedtest/upload.php,64.1333,-21.9333
http://speedtest.hringdu.is:8080/speedtest/upload.php,64.1333,-21.9333
http://speedtest.hringidan.is:8080/speedtest/upload.php,64.1333,-21.9333
http://speed.premis.is:8080/speedtest/upload.php,64.1333,-21.9333
http://speedtest.darkfiber.is:8080/speedtest/upload.php,64.1333,-21.9333
http://speedtest.siminn.is:8080/speedtest/upload.php,64.1333,-21.9333
http://speedtest1.nova.is:8080/speedtest/upload.php,64.1333,-21.9333
http://speedtest.verticalbroadband.com:8080/speedtest/upload.php,64.0378,-145.7322
http://speedtest01.nteb.no:8080/speedtest/upload.php,64.0150,11.4953
http://ookla-umea.a3.se:8080/speedtest/upload.php,63.8258,20.2630
http://speedtest.84grams.net:8080/speedtest/upload.php,63.8258,20.2630
http://speedtest-sg.karelia.pro:8080/speedtest/upload.php,63.7388,34.3098
http://speed1.multi.fi:8080/speedtest/upload.php,63.6667,22.7000
http://speedtest2.homeip.net:8080/speedtest/upload.php,63.5975,22.7889
http://speedtest02.nteb.no:8080/speedtest/upload.php,63.4305,10.3951
http://ytelse-trd.uninett.no:8080/speedtest/upload.php,63.4297,10.3933
http://speedtest.itsjefen.no:8080/speedtest/upload.php,63.4297,10.3933
http://speedtest1.hemnenett.no:8080/speedtest/upload.php,63.2906,9.0891
http://speedtest.neasonline.no:8080/speedtest/upload.php,63.2185,7.4891
http://noyabrsk10.speedtest.rt.ru:8080/speedtest/upload.php,63.2000,75.4500
http://speed.global-x.ru:8080/speedtest/upload.php,63.2000,75.4500
http://noyabrsk.speedtest-uf.megafon.ru:8080/speedtest/upload.php,63.2000,75.4500
http://speedtest-mg.karelia.pro:8080/speedtest/upload.php,62.9132,34.4619
http://speedtest01.sucom.no:8080/speedtest/upload.php,62.6128,8.6342
http://ookla.vitnett.no:8080/speedtest/upload.php,62.5942,9.6912
http://st2.sv-en.ru:8080/speedtest/upload.php,62.5313,113.9774
http://speed1.mimer.no:8080/speedtest/upload.php,62.4778,6.1903
http://speedtest.administrator.no:8080/speedtest/upload.php,62.4778,6.1903
http://speed2.stayon.no:8080/speedtest/upload.php,62.4778,6.1903
http://yk-netspeed.nwtel.ca:8080/speedtest/upload.php,62.4422,-114.3975
http://yk-speedtest01.ssimicro.com:8080/speedtest/upload.php,62.4422,-114.3975
http://speedtest.pcsupport.no:8080/speedtest/upload.php,62.3919,6.5980
http://nopeustesti2.ksvvnet.fi:8080/speedtest/upload.php,62.2333,25.7333
http://speedtest.tnnet.fi:8080/speedtest/upload.php,62.2333,25.7333
http://speedtest.seltimil.com:8080/speedtest/upload.php,62.2333,25.7333
http://sp1.tussa.com:8080/speedtest/upload.php,62.1981,6.1276
http://speedtest-n1.icom.net.ru:8080/speedtest/upload.php,62.1333,65.3833
http://nyagan.speedtest.rt.ru:8080/speedtest/upload.php,62.1333,65.3833
http://speedtest.nyagan.net:8080/speedtest/upload.php,62.1333,65.3833
http://yakutsk.speedtest.rt.ru:8080/speedtest/upload.php,62.0333,129.7333
http://speedtest.bridge-telecom.ru:8080/speedtest/upload.php,62.0333,129.7333
http://speed.s-vfu.ru:8080/speedtest/upload.php,62.0333,129.7333
http://speedtest.vykt.ru:8080/speedtest/upload.php,62.0333,129.7333
http://speedtest1.internet.fo:8080/speedtest/upload.php,62.0000,-6.7833
http://speedtest.hey.fo:8080/speedtest/upload.php,62.0000,-6.7833
http://petrozavodsk.speedtest.rt.ru:8080/speedtest/upload.php,61.7833,34.3333
http://speedtest.sampo.ru:8080/speedtest/upload.php,61.7833,34.3333
http://speedtest-ptz.citylink-rk.ru:8080/speedtest/upload.php,61.7833,34.3333
http://speedtest-st.karelia.pro:8080/speedtest/upload.php,61.7045,30.6879
http://speedtest.mpynet.fi:8080/speedtest/upload.php,61.6887,27.2721
http://syktyvkar4g.speedtest.rt.ru:8080/speedtest/upload.php,61.6667,50.8167
http://speedtest2.ttksever.ru:8080/speedtest/upload.php,61.6667,50.8167
http://speedtest.parmatel.ru:8080/speedtest/upload.php,61.6667,50.8167
http://speedtest1.ksinet.ru:8080/speedtest/upload.php,61.6667,50.8167
http://nopeustesti.elmo.fi:8080/speedtest/upload.php,61.5000,23.7667
http://speed.web1.fi:8080/speedtest/upload.php,61.5000,23.7667
http://speedtest.enivest.net:8080/speedtest/upload.php,61.4431,5.9036
http://speedtest.sg.metro-set.ru:8080/speedtest/upload.php,61.2667,73.4000
http://sur1.bigspeedtest.netbynet.ru:8080/speedtest/upload.php,61.2667,73.4000
http://speedtest.tele-plus.ru:8080/speedtest/upload.php,61.2667,73.4000
http://surgut10.speedtest.rt.ru/speedtest/upload.php,61.2667,73.4000
http://speedtest.int29.ru:8080/speedtest/upload.php,61.2500,46.6500
http://speedtest.ardalsnett.no:8080/speedtest/upload.php,61.2396,7.7121
http://speedtest.sognenett.no:8080/speedtest/upload.php,61.2298,7.1005
http://speedtest.anc.acsalaska.net:8080/speedtest/upload.php,61.2183,-149.8991
http://akan.ost.myvzw.com:5060/speedtest/upload.php,61.2183,-149.8991
http://speedtest.gci.net:8080/speedtest/upload.php,61.2183,-149.8991
http://speedtest.cvinternet.net:8080/speedtest/upload.php,61.1308,-146.3483
http://speedtest.eidsiva.net:8080/speedtest/upload.php,61.1153,10.4662
http://speedtest.e-yugansk.ru:8080/speedtest/upload.php,61.0833,72.7000
http://nefteyugansk.speedtest.rt.ru:8080/speedtest/upload.php,61.0833,72.7000
http://speedtest.ugansk.net:8080/speedtest/upload.php,61.0833,72.7000
http://spt1.megion.biz:8080/speedtest/upload.php,61.0500,76.1000
http://khm10.speedtest.rt.ru/speedtest/upload.php,61.0091,69.0375
http://ookla.danpro.ru:8080/speedtest/upload.php,60.9333,76.5333
http://speedtest.pride-net.ru:8080/speedtest/upload.php,60.9333,76.5333
http://nizhnevartovsk.speedtest.rt.ru:8080/speedtest/upload.php,60.9333,76.5333
http://speedtest1.laitilanpuhelin.fi:8080/speedtest/upload.php,60.8792,21.6931
http://wh-netspeed.nwtel.ca:8080/speedtest/upload.php,60.7167,-135.0500
